Subject, Start Date, End Date, All Day Event, Start Time, End Time, Location
Chinese X, 7/2/2018, 7/2/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 8/3/2018, 8/3/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 28/3/2018, 28/3/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 23/4/2018, 23/4/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 28/5/2018, 28/5/2018, False, 07:55 AM, 09:15 AM, 512
Chinese X, 13/6/2018, 13/6/2018, False, 07:55 AM, 09:15 AM, 512
Science, 4/9/2017, 4/9/2017, False, 09:20 AM, 10:35 AM, 505
Science, 20/9/2017, 20/9/2017, False, 09:20 AM, 10:35 AM, 505
Science, 11/10/2017, 11/10/2017, False, 09:20 AM, 10:35 AM, 505
Science, 30/11/2017, 30/11/2017, False, 09:20 AM, 10:35 AM, 505
Science, 4/1/2018, 4/1/2018, False, 09:20 AM, 10:35 AM, 505
Science, 22/1/2018, 22/1/2018, False, 09:20 AM, 10:35 AM, 505
Science, 7/2/2018, 7/2/2018, False, 09:20 AM, 10:35 AM, 505
Science, 8/3/2018, 8/3/2018, False, 09:20 AM, 10:35 AM, 505
Science, 28/3/2018, 28/3/2018, False, 09:20 AM, 10:35 AM, 505
Science, 23/4/2018, 23/4/2018, False, 09:20 AM, 10:35 AM, 505
Science, 28/5/2018, 28/5/2018, False, 09:20 AM, 10:35 AM, 505
Science, 13/6/2018, 13/6/2018, False, 09:20 AM, 10:35 AM, 505
Com Time, 4/9/2017, 4/9/2017, False, 11:05 AM, 11:30 AM,
Com Time, 20/9/2017, 20/9/2017, False, 11:05 AM, 11:30 AM,
Com Time, 11/10/2017, 11/10/2017, False, 11:05 AM, 11:30 AM,
Com Time, 30/11/2017, 30/11/2017, False, 11:05 AM, 11:30 AM,
Com Time, 4/1/2018, 4/1/2018, False, 11:05 AM, 11:30 AM,
Com Time, 22/1/2018, 22/1/2018, False, 11:05 AM, 11:30 AM,
Com Time, 7/2/2018, 7/2/2018, False, 11:05 AM, 11:30 AM,
Com Time, 8/3/2018, 8/3/2018, False, 11:05 AM, 11:30 AM,
Com Time, 28/3/2018, 28/3/2018, False, 11:05 AM, 11:30 AM,
Com Time, 23/4/2018, 23/4/2018, False, 11:05 AM, 11:30 AM,
Com Time, 28/5/2018, 28/5/2018, False, 11:05 AM, 11:30 AM,
Com Time, 13/6/2018, 13/6/2018, False, 11:05 AM, 11:30 AM,
Digital Design, 4/9/2017, 4/9/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 20/9/2017, 20/9/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 11/10/2017, 11/10/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 30/11/2017, 30/11/2017, False, 13:45 PM, 15:00 PM, 513
Digital Design, 4/1/2018, 4/1/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 22/1/2018, 22/1/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 7/2/2018, 7/2/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 8/3/2018, 8/3/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 28/3/2018, 28/3/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 23/4/2018, 23/4/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 28/5/2018, 28/5/2018, False, 13:45 PM, 15:00 PM, 513
Digital Design, 13/6/2018, 13/6/2018, False, 13:45 PM, 15:00 PM, 513
Mathematics, 4/9/2017, 4/9/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 20/9/2017, 20/9/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 11/10/2017, 11/10/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 30/11/2017, 30/11/2017, False, 11:35 AM, 12:50 PM, 524
Mathematics, 4/1/2018, 4/1/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 22/1/2018, 22/1/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 7/2/2018, 7/2/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 8/3/2018, 8/3/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 28/3/2018, 28/3/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 23/4/2018, 23/4/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 28/5/2018, 28/5/2018, False, 11:35 AM, 12:50 PM, 524
Mathematics, 13/6/2018, 13/6/2018, False, 11:35 AM, 12:50 PM, 524
English, 21/9/2017, 21/9/2017, False, 07:55 AM, 09:15 AM, 524
English, 12/10/2017, 12/10/2017, False, 07:55 AM, 09:15 AM, 524
English, 15/11/2017, 15/11/2017, False, 07:55 AM, 09:15 AM, 524
English, 4/12/2017, 4/12/2017, False, 07:55 AM, 09:15 AM, 524
English, 5/1/2018, 5/1/2018, False, 07:55 AM, 09:15 AM, 524
English, 8/2/2018, 8/2/2018, False, 07:55 AM, 09:15 AM, 524
English, 29/3/2018, 29/3/2018, False, 07:55 AM, 09:15 AM, 524
English, 29/5/2018, 29/5/2018, False, 07:55 AM, 09:15 AM, 524
English, 14/6/2018, 14/6/2018, False, 07:55 AM, 09:15 AM, 524
Chinese, 21/9/2017, 21/9/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 12/10/2017, 12/10/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 15/11/2017, 15/11/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 4/12/2017, 4/12/2017, False, 09:20 AM, 10:35 AM, 422
Chinese, 5/1/2018, 5/1/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 8/2/2018, 8/2/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 29/3/2018, 29/3/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 29/5/2018, 29/5/2018, False, 09:20 AM, 10:35 AM, 422
Chinese, 14/6/2018, 14/6/2018, False, 09:20 AM, 10:35 AM, 422
Advisory, 21/9/2017, 21/9/2017, False, 11:05 AM, 11:30 AM,
Advisory, 12/10/2017, 12/10/2017, False, 11:05 AM, 11:30 AM,
Advisory, 15/11/2017, 15/11/2017, False, 11:05 AM, 11:30 AM,
Advisory, 4/12/2017, 4/12/2017, False, 11:05 AM, 11:30 AM,
Advisory, 5/1/2018, 5/1/2018, False, 11:05 AM, 11:30 AM,
Advisory, 8/2/2018, 8/2/2018, False, 11:05 AM, 11:30 AM,
Advisory, 29/3/2018, 29/3/2018, False, 11:05 AM, 11:30 AM,
Advisory, 29/5/2018, 29/5/2018, False, 11:05 AM, 11:30 AM,
Advisory, 14/6/2018, 14/6/2018, False, 11:05 AM, 11:30 AM,
Individual and Society, 21/9/2017, 21/9/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 12/10/2017, 12/10/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 15/11/2017, 15/11/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 4/12/2017, 4/12/2017, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 5/1/2018, 5/1/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 8/2/2018, 8/2/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 29/3/2018, 29/3/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 29/5/2018, 29/5/2018, False, 13:45 PM, 15:00 PM, 524
Individual and Society, 14/6/2018, 14/6/2018, False, 13:45 PM, 15:00 PM, 524
Music, 21/9/2017, 21/9/2017, False, 11:35 AM, 12:50 PM, 411
Music, 12/10/2017, 12/10/2017, False, 11:35 AM, 12:50 PM, 411
Music, 15/11/2017, 15/11/2017, False, 11:35 AM, 12:50 PM, 411
Music, 4/12/2017, 4/12/2017, False, 11:35 AM, 12:50 PM, 411
Music, 5/1/2018, 5/1/2018, False, 11:35 AM, 12:50 PM, 411
Music, 8/2/2018, 8/2/2018, False, 11:35 AM, 12:50 PM, 411
Music, 29/3/2018, 29/3/2018, False, 11:35 AM, 12:50 PM, 411
Music, 29/5/2018, 29/5/2018, False, 11:35 AM, 12:50 PM, 411
Music, 14/6/2018, 14/6/2018, False, 11:35 AM, 12:50 PM, 411
